RANK NEW,WORD,IPA,ENGLISH,FREQUENCY,DP RANK,EXAMPLE SENTENCE,,,,,,,,,,RANK NEW
3290,เฒ่า,tʰâw,old; aged,713,72,แกเฒ่ามากแล้ว อย่าไปเอาเรื่องเอาราวกับแกเลย,,,,,,,,,,3290
3291,ดวงจันทร์,duːaŋ tɕan,moon,1180,53,ในคืนวันเพ็ญ ดวงจันทร์จะเต็มดวง,,,,,,,,,,3291
3292,ผู้เสียหาย,pʰûː sǐːa hǎːj,sufferer; the injured,859,66,ผู้เสียหายจากเหตุการณ์ไฟไหม้เรียกร้องค่าเสียหายจากเจ้าของกิจการ,,,,,,,,,,3292
3293,สงเคราะห์,sǒŋ kʰrɔ́ʔ,support; assist,1180,53,ลุงอยากให้เขาสอบได้ หนูดวงช่วยสงเคราะห์ทีเถอะ,,,,,,,,,,3293
3294,คนขาย,kʰon kʰǎːj,vendor; seller,525,79,คนขายของที่ตลาดเขากางมุ้งนอนที่แผงกันอย่างนี้เลยหรือ,,,,,,,,,,3294
3295,ไอน้ำ,ʔaj náːm,steam,590,77,ความร้อนจากดวงอาทิตย์ทำให้น้ำระเหยเป็นไอน้ำ และลอยขึ้นไปในอากาศ,,,,,,,,,,3295
3296,พารา,pʰaː raː,town; city,724,71,เจ้าอย่าได้ผ่านเข้ามาในพาราแห่งนี้อีกเลย,,,,,,,,,,3296
3297,หมอก,mɔ̀ːk,fog,620,75,ในหน้าหนาว บริเวณหมู่บ้านจะมีหมอกบางๆ เป็นบางแห่ง,,,,,,,,,,3297
3298,ยับยั้ง,jáp jáŋ,restrain,521,79,ถ้าไม่ได้เขายับยั้งข้อผิดพลาด เรื่องก็คงไม่จบง่ายๆ แบบนี้หรอก,,,,,,,,,,3298
3299,เสียบ,sìːap,insert,564,78,แม่ค้าเสียบลูกชิ้นเข้ากับไม้ปิ้ง เพื่อเตรียมไว้ปิ้งขาย,,,,,,,,,,3299
3300,เลขานุการ,leː kʰǎː núʔ kaːn,secretary,1240,51,ในฐานะที่ผมเองเป็นเลขานุการของท่านก็เลยต้องดูแลงานบางส่วนที่ท่านมอบหมาย,,,,,,,,,,3300
3301,สาด,sàːt,splash; lash; dash,724,71,ชาวบ้านจัดหาเสื่อสาดไปลาดปูไว้สำหรับอาสน์สงฆ์,,,,,,,,,,3301
3302,พจน์,pʰót,word; speech,554,78,พระพุทธพจน์ของพระพุทธเจ้าสอนให้ทำความดี ละเว้นความชั่ว ทำจิตใจให้บริสุทธิ์,,,,,,,,,,3302
3303,เต้นรำ,tên ram,dance,632,75,6.00น.เช้าของวันใหม่ เขาก็ยังพบชาวหยีและชนกลุ่มน้อยเผ่าอื่นเต้นรำกันหนาแน่นเช่นเดิม,,,,,,,,,,3303
3304,อายุความ,ʔaː júk waːm,prescription; limitation,1725,31,ธนาคารจำเป็นต้องฟ้องลูกหนี้บางราย เพื่อรักษาสิทธิ์อายุความไว้ตามกฎหมาย,,,,,,,,,,3304
3305,เป็นอันขาด,pen ʔan kʰàːt,certainly,539,79,พนักงานทุกคนได้รับคำสั่งห้ามแพร่งพรายเรื่องนี้ให้คนภายนอกรู้เป็นอันขาด,,,,,,,,,,3305
3306,วาท,wâːt,words; speech; utterance,1196,52,เขาได้ชื่อว่าเป็นนักการทูตลิ้นทอง มีวาทศิลป์อันเยี่ยมยอด,,,,,,,,,,3306
3307,โขง,kʰǒːŋ,mekong river; stinking,542,78,ไปเที่ยวครั้งนี้ผมจะพาพวกคุณข้ามโขงไปฝั่งโน้นด้วย,,,,,,,,,,3307
3308,กาง,kaːŋ,spread out; strech out,890,65,ทุกคนช่วยกันกางเต๊นท์,,,,,,,,,,3308
3309,คุณย่า,kʰun jâː,grandmother,974,61,เขาไปเยี่ยมคุณย่าที่ต่างจังหวัด,,,,,,,,,,3309
3310,นุ่มนวล,nûm nuːan,gentle; delicate,749,70,ลักษณะสำคัญของปี่พาทย์ดึกดำบรรพ์คือใช้เครื่องดนตรีที่มีเสียงนุ่มนวลเป็นหลัก,,,,,,,,,,3310
3311,ขาดทุน,kʰàːt tʰun,lose money; lose investment,704,72,นักลงทุนขาดทุนจากการเล่นหุ้นไปมาก เนื่องจากช่วงนี้หุ้นตก,,,,,,,,,,3311
3312,ข้อหา,kʰɔ̂ː hǎː,charge; allegation; accusation,993,60,เด็กวัยรุ่นที่ถูกจับด้วยข้อหาทำร้ายร่างกายได้รับการประกันตัวออกไปแล้ว,,,,,,,,,,3312
3313,มานะ,maː náʔ,persistence; perserverance,691,72,เด็กคนนี้สมองไม่ดี แต่ก็มานะเรียนจนจบ,,,,,,,,,,3313
3314,กิเลส,kìʔ lèːt,desires; sensuality; lust,1064,57,มนุษย์เรายังมีกิเลสอีกมาก,,,,,,,,,,3314
3315,ที่ระลึก,tʰîː ráʔ lɯ́k,souvenir; token,596,76,มหกรรมแสดงสินค้ามีสินค้านานาภัณฑ์ลดราคาให้เลือกมีทั้งของกินของใช้ ของประดับ และของที่ระลึก,,,,,,,,,,3315
3316,ปริญญา,pà rin jaː,academic degree,946,62,วินัยมีวุฒิปริญญาทางเกษตรกรรม,,,,,,,,,,3316
3317,แว่น,wɛ̂ːn,glasses; slice,953,62,คนไม่น้อยยังจดจำภาพเธอสวมแว่นเหน็บหนังสือเล่มเล็กๆ ไว้เสมอ,,,,,,,,,,3317
3318,พาหนะ,pʰaː hà náʔ,vehicle,534,79,พวกลักลอบตัดไม้จะใช้ช้างเป็นพาหนะเข้าไปในป่า,,,,,,,,,,3318
3319,ประมุข,pràʔ múk,leader; chief,511,79,ประเทศไทยมีการปกครองระบอบประชาธิปไตยมีพระมหากษัตริย์เป็นประมุข,,,,,,,,,,3319
3320,เครื่องแบบ,kʰrɯ̂ːaŋ bɛ̀ːp,uniform,553,78,บุคคลผู้สวมเครื่องแบบสีกากีมีเกียรติศักดิ์ในฐานะผู้รักษากฎหมาย,,,,,,,,,,3320
3321,หาเสียง,hǎː sǐːaŋ,campaign,641,74,หัวหน้าพรรคเดินสายปราศรัยช่วยลูกพรรคหาเสียง,,,,,,,,,,3321
3322,หวั่นไหว,wàn wǎj,shaken,565,77,ทุกคนควรใช้เวลาว่างให้เกิดประโยชน์ จิตใจจะได้ไม่หมกมุ่นและหวั่นไหว,,,,,,,,,,3322
3323,ศิลา,sìʔ laː,stone; rock,733,71,พ่อขุนรามคำแหงมหาราชทรงคิดประดิษฐ์ตัวอักษรไทย แล้วโปรดให้จารึกลงบนหลักศิลา,,,,,,,,,,3323
3324,เด่นชัด,dèn tɕʰát,be clear; be obvious,781,69,ความเคลื่อนไหวของขบวนการก่อการร้ายนี้ก่อรูปเด่นชัดรุนแรงขึ้นราวช่วง1-2สัปดาห์ก่อน,,,,,,,,,,3324
3325,จุดมุ่งหมาย,tɕùt mûŋ mǎːj,aim; intention; purpose,1083,56,รัฐบาลมีจุดมุ่งหมายที่จะแก้ปัญหาการจราจรในช่วงเทศกาล,,,,,,,,,,3325
3326,เนิน,nɤːn,mound; knoll,527,79,โปรแกรมเดินป่าสู่น้ำตกเหวกระถินมีทั้งเดินขึ้นเนินเขา ป่ายปีน ไต่หน้าผาน้ำตกลงมาตามรากไม้,,,,,,,,,,3326
3327,สหประชาชาติ,sà hà pràʔ tɕʰaː tɕʰâːt,United Nations,744,70,รัฐบาลไทยได้ส่งทหารไทยเข้าไปช่วยสหประชาชาติรบด้วยในสงครามเกาหลี,,,,,,,,,,3327
3328,แบรนด์,bɛː ron,brand,1406,43,แบรนด์เสื้อผ้าสุดฮิตอันดับ 1 ในโลก,,,,,,,,,,3328
3329,เฮีย,hiːa,elder brother,861,65,เฮีย =    พี่ชาย,,,,,,,,,,3329
3330,ดุจ,dùt,the same as; like,536,78,บทร้อยกรองเหล่านี้มีความรู้ทั้งปวงของนักปราชญ์ปรากฏอยู่ และได้เล่าขานกันต่อมาด้วยภาษางดงามมีเสน่ห์บริสุทธิ์ดุจน้ำหวานจากรวงผึ้ง,,,,,,,,,,3330
3331,เขิน,kʰɤ̌ːn,shallow; high and dry,1176,53,ที่ตรงนี้มันเขินขึ้นมาท้องเรือของเราก็เลยติด,,,,,,,,,,3331
3332,นายอำเภอ,naːj ʔam pʰɤː,sheriff,560,77,นายอำเภอคนใหม่เป็นที่รักของชาวบ้าน เพราะมีความยุติธรรมและความจริงใจต่อทุกคน,,,,,,,,,,3332
3333,ข้อเสีย,kʰɔ̂ː sǐːa,disadvantage,535,78,ข้อเสียของระบบนี้คือเปลี่ยนวงจรยาก,,,,,,,,,,3333
3334,โดยสิ้นเชิง,doːj sîn tɕʰɤːŋ,completely; entirely,614,75,ในที่สุดผู้ก่อการร้ายก็ยอมแพ้โดยสิ้นเชิง,,,,,,,,,,3334
3335,ผู้เฒ่า,pʰûː tʰâw,elder; old person,870,65,ผู้เฒ่าฝันถึงวันที่ตัวเองยืนผงาดอยู่บนยอดภูสูงได้สำเร็จวันนั้นคงสง่างามยิ่งกว่าตะวัน,,,,,,,,,,3335
3336,พึงพอใจ,pʰɯŋ pʰɔː tɕaj,satisfy,553,78,เขาพึงพอใจกับการปรนนิบัติพัดวีของภรรยาคนใหม่มาก,,,,,,,,,,3336
3337,ซ่อมแซม,sɔ̂ːm sɛːm,repair,661,73,เขาเป็นอาสาสมัครช่วยทำงานด้านต่างๆ เช่น ซ่อมแซมอาคาร,,,,,,,,,,3337
3338,เป็นกลาง,pen klaːŋ,neutral; impartial,974,61,การวางตัวเป็นกลางในบางเรื่องอาจจะไม่ใช่เรื่องง่ายนัก,,,,,,,,,,3338
3339,เอย,ʔɤːj,the end,550,78,โอ้ว่าดึกแล้วหนอเจ้านกขมิ้นเหลืองอ่อนเอย,,,,,,,,,,3339
3340,พยากรณ์,pʰá jaː kɔːn,forecast,605,75,กรมอุตุนิยมวิทยาพยากรณ์ว่าอากาศจะเย็นลงอีก,,,,,,,,,,3340
3341,จีบ,tɕìːp,flirt,834,66,นักเรียนโรงเรียนชายชอบตามจีบนักเรียนหญิงที่เรียนอยู่โรงเรียนใกล้ๆ กัน,,,,,,,,,,3341
3342,พรมแดน,pʰrom dɛːn,border,543,78,ทิวเขาที่อำเภอแม่สายจังหวัดเชียงรายเป็นพรมแดนทางธรรมชาติระหว่างไทยกับพม่าเรียกนามว่าทิวเขาแดนลาว,,,,,,,,,,3342
3343,เตรียมพร้อม,triːam pʰrɔ́ːm,be ready; get ready,488,80,ชายไทยอายุ 21 ปีต้องเตรียมพร้อมที่จะเป็นทหารรับใช้ชาติ,,,,,,,,,,3343
3344,รอน,rɔːn,cut; sever,465,81,เราออกมาจากป่า ขณะที่พระอาทิตย์ส่องแสงรอนๆ,,,,,,,,,,3344
3345,โลภ,lôːp,greed,564,77,สำหรับคนที่โลภมาก เงินเท่านี้ถือว่านิดหน่อยเท่านั้น,,,,,,,,,,3345
3346,หรู,rǔː,elegant; fancy,811,67,เธอพูดอย่างสวยหรูถึงโครงการที่จะจัดทำในปีหน้า,,,,,,,,,,3346
3347,ฝืน,fɯ̌ːn,act against; og against,857,65,"ผู้ใดที่ฝืนหรือไม่ปฏิบัติตามกฏกระทรวงหรือประกาศของรัฐมนตรีจะต้องระวางโทษปรับไม่เกิน 200,000 บาท",,,,,,,,,,3347
3348,ปฐม,pà tʰǒm,first; primary; intitial,546,78,พระพุทธยอดฟ้าจุฬาโลกเป็นปฐมกษัตริย์แห่งกรุงรัตนโกสินทร์,,,,,,,,,,3348
3349,ยืดหยุ่น,jɯ̂ːt jùn,stretch; expand,987,60,ลำตัวของไส้เดือนยืดหยุ่นได้,,,,,,,,,,3349
3350,สมรรถภาพ,sà mát tʰà pʰâːp,capability; efficiency,888,64,คอมพิวเตอร์มีแนวโน้มที่จะถูกลงเรื่อยๆ แต่สมรรถภาพของมันกลับสูงขึ้น,,,,,,,,,,3350
3351,แปลกหน้า,plɛ̀ːk nâː,strange,843,65,ช่วงนี้มีคนแปลกหน้าเดินเพ่นพ่านอยู่ในหมู่บ้าน ทุกคนต้องระวังให้ดี,,,,,,,,,,3351
3352,ถ่ายทำ,tʰàːj tʰam,shoot; file; make a movie,515,79,การถ่ายทำภาพยนตร์เรื่องกาเหว่าที่บางเพลงมีขึ้นที่จังหวัดในภาคกลางของไทย,,,,,,,,,,3352
3353,คึกคัก,kʰɯ́k kʰák,be active,553,77,เจ้าตูบคึกคักขึ้นมาทันทีเมื่อพ่อจะจูงไปเดินเล่นที่สวนสาธารณะ,,,,,,,,,,3353
3354,สมัครใจ,sà màk tɕaj,voluntary,771,68,พม่ามุสลิมอีกกลุ่มหนึ่งสมัครใจตั้งรกรากอยู่ในบังกลาเทศต่อไป,,,,,,,,,,3354
3355,พุ่ม,pʰûm,bush,653,73,ฉันเห็นตัวเหลืองๆ ลายเป็นจุดๆ โจนพรวดออกมาจากพุ่มรกข้างบ้าน,,,,,,,,,,3355
3356,โดด,dòːt,jump; leap,542,78,นักแสดงโดดลงมาจากสะพาน,,,,,,,,,,3356
3357,ศิลป,sìʔ lá pà,art,578,76,ขอเชิญชมการแสดงวงเครื่องสาย ณ หอศิลป์ เย็นวันศุกร์นี้,,,,,,,,,,3357
3358,อิเล็กทรอนิกส์,ʔìʔ lék tʰrɔː ník,electronics,1228,49,วิศวกรรมทางด้านอิเล็กทรอนิกส์กำลังก้าวหน้าไปอย่างมาก,,,,,,,,,,3358
3359,นิกาย,níʔ kaːj,sect; denomination,672,72,กษัตริย์แห่งเกาะสุมาตรานำศาสนานิกายมหายานเข้ามาเผยแพร่ ที่นครศรีธรรมราช,,,,,,,,,,3359
3360,อวยพร,ʔuaj pʰɔːn,wish well; bless,492,80,ผู้บังคับกองพันกล่าวคำต้อนรับทหารใหม๋แล้วให้โอวาทและอวยพรขอให้ทุกคนรับราชการจงมีแต่ความเจริญ,,,,,,,,,,3360
3361,บาตร,bàːt,monk's alms bowl,491,80,ภาพที่พระสงฆ์ถือบาตรออกไปในเวลาเช้า ไม่ได้ไปขออาหารอย่างที่ชาวต่างประเทศเข้าใจ ท่านไปโปรดสัตว์ต่างหาก,,,,,,,,,,3361
3362,อึ้ง,ʔɯ̂ŋ,be silent; be quit,1254,48,ผู้จัดการอึ้งไปนาน ก่อนพยักหน้าตอบรับ,,,,,,,,,,3362
3363,พระองค์เจ้า,pʰráʔ ʔoŋ tɕâw,king's son born by a lesser concubine,624,74,พระองค์เจ้าดิศวรกุมารได้มีรับสั่งให้นายแมคคาร์ที่ดำเนินการตั้งโรงเรียนแผนที่,,,,,,,,,,3363
3364,กระโปรง,kràʔ proːŋ,skirt,878,63,ผู้หญิงสมัยนี้นิยมนุ่งทั้งกระโปรงยาว และกระโปรงสั้น,,,,,,,,,,3364
3365,ปานกลาง,paːn klaːŋ,moderately; averagely,671,72,รถนั่งขนาดเล็กยังครองใจกลุ่มผู้ซื้อที่มีรายได้ปานกลางถึงดีซึ่งเป็นตลาดใหญ่ของประเทศ,,,,,,,,,,3365
3366,ลงตัว,loŋ tuːa,complete; perfect; exactly,758,68,ตัวเลข prime คือ ตัวเลขที่สามารถถูกหารได้ลงตัวด้วยตัวมันเอง และเลข 1 เท่านั้น,,,,,,,,,,3366
3367,หาร,hǎːn,divide,587,76,ปัจจุบันเรามีเครื่องคอมพิวเตอร์ช่วยบวกลบคูณหรือหารเลข ทำให้เราคิดหรือคำนวณเลขได้ผลลัพธ์ที่ถูกต้องแม่นยำ,,,,,,,,,,3367
3368,ราตรี,raː triː,evening,592,75,นักดนตรีลากคันชักให้เสียงดนตรีหวานเศร้าแทรกซึ้งเข้าไปในความสงัดของราตรี,,,,,,,,,,3368
3369,เกรด,krèːt,grade,535,78,ในชั้นเรียนจะมีการจัดกลุ่มเพื่อแบ่งเกรดของนิสิตนักศึกษาในชั้นเรียน,,,,,,,,,,3369
3370,รับผิด,ráp pʰìt,admit mistake; confess,1271,47,ผู้มีใจเป็นนักกีฬาคือผู้ที่ทำอะไรผิดไป ก็กล้ารับผิดในสิ่งที่ตนได้พลาดไป,,,,,,,,,,3370
3371,รู้อยู่,rúː ʔà jûː,know; be aware,662,72,สามีคิดว่าภรรยาไม่รู้ ที่ไหนได้เธอรู้อยู่ตลอดเวลา,,,,,,,,,,3371
3372,สิทธิมนุษยชน,sìt tʰíʔ má nút sà já tɕʰon,human rights,917,62,ทุกวันนี้พม่ายังข่มเหงและละเมิดสิทธิมนุษยชนชนกลุ่มน้อยต่างๆ ในประเทศอยู่,,,,,,,,,,3372
3373,คลาสสิก,kʰlâːt sìk,classical,763,68,ประพันธ์ชอบฟังเพลงคลาสสิก,,,,,,,,,,3373
3374,นึกคิด,nɯ́k kʰít,ponder; consider,814,66,คนเราควรจะนึกคิดได้เองว่าอะไรควรทำอะไรไม่ควรทำ,,,,,,,,,,3374
3375,กรอก,krɔ̀ːk,fill out; complete,568,76,พ่อแม่กำลังกรอกประวัติของลูก,,,,,,,,,,3375
3376,ไวน์,waj,wine,711,70,สมัยนี้ไม่มีนักธุรกิจนักการเมืองที่กล้างัดไวน์ขวดละเป็นหมื่นๆ มาเลี้ยงนักข่าวแล้ว,,,,,,,,,,3376
3377,หลุดพ้น,lùt pʰón,become free,556,77,จะเห็นได้ว่าภิกษุจำนวนหนึ่งมิได้บวช เพราะต้องการที่จะหลุดพ้น แต่เพราะเห็นว่าสามารถหาประโยชน์จากการบวชได้,,,,,,,,,,3377
3378,ถกเถียง,tʰòk tʰǐːaŋ,dispute,724,70,คนงานก่อสร้างกลุ่มของทอนรวมหัวกันที่ร้านข้าวเหนียวส้มตำ ถกเถียงกันเรื่องที่ตั้งและขนาดของไร่,,,,,,,,,,3378
3379,นิพนธ์,níʔ pʰon,compose; write,718,70,ข้าพเจ้ารู้จักงานนิพนธ์ของท่านเสฐียรโกเศศมาตั้งแต่สมัยอยู่มัธยมตอนต้น,,,,,,,,,,3379
3380,ภาคตะวันออก,pʰâːk tàʔ wan ʔɔ̀ːk,eastern,819,66,การสร้างสนามบินที่ภาคตะวันออกจะช่วยสนับสนุนให้อุตสาหกรรมท่องเที่ยวในภาคตะวันออกเติบโตขึ้น,,,,,,,,,,3380
3381,ลำตัว,lam tuːa,body; torso,848,64,ปลาส่วนมากมีลำตัวยาวหัวแหลมท้ายแหลมทำให้ว่ายน้ำได้อย่างคล่องแคล่วว่องไว,,,,,,,,,,3381
3382,ทำนาย,tʰam naːj,predict,654,72,การที่เรารู้ทัศนคติของใครคนหนึ่ง มิได้หมายความว่าเราจะทำนายพฤติกรรมของเขาได้,,,,,,,,,,3382
3383,ถึงที่,tʰɯ̌ŋ tʰîː,be doomed to die,667,72,แม่ปลงได้แล้วว่าลูกชายคงจะถึงที่จึงได้ตายไป,,,,,,,,,,3383
3384,อนึ่ง,ʔà nɯ̀ŋ,incidentally; by the way,950,60,อนึ่ง ความรักใคร่ยังช่วยให้คนเราได้รับความสุขความพอใจอีกด้วย,,,,,,,,,,3384
3385,ผลัก,pʰlàk,push; shove,975,59,รุ่นพี่ท่าทางยียวนเข้ามาผลักหน้าอกโก๊ะอย่างเอาเรื่อง,,,,,,,,,,3385
3386,กลยุทธ์,kon lá jút,strategy,753,68,นายพลทั้งสี่นายวางกลยุทธ์เผด็จศึกศัตรูให้ราบคาบ,,,,,,,,,,3386
3387,น้ำลาย,náːm laːj,saliva,807,66,วิธีแก้ให้หายเผ็ดคือแลบลิ้นแล้วปล่อยให้น้ำลายไหลออกมา,,,,,,,,,,3387
3388,แทรกแซง,sɛ̂ːk sɛːŋ,intervene,915,61,ผู้ปลูกกระเทียมและหอมหัวใหญ่ได้เดินขบวนเรียกร้องขอให้รัฐเข้าช่วยเหลือแทรกแซงตลาดกระเทียมและหอมหัวใหญ่เนื่องจากราคาตกต่ำ,,,,,,,,,,3388
3389,กระแทก,kràʔ tʰɛ̂ːk,hit; bump; crash against,925,61,มันเป็นเรื่องธรรมดาของวัยรุ่นที่ดิ้นกันต้องมีรายการเหยียบหรือกระแทกกันบ้าง,,,,,,,,,,3389
3390,พระราชา,pʰráʔ raː tɕʰaː,king,926,61,พระราชาแห่งแคว้นมคธโปรดให้สร้างสถูปแห่งนี้,,,,,,,,,,3390
3391,กบฏ,kà bòt,rebel; overthrow,569,76,ขุนศึกเม็กซิโกนั้นเดี๋ยวกบฏ เดี๋ยวปฏิวัติ นองเลือดกันพอควร,,,,,,,,,,3391
3392,กก,kòk,brood; hatch; incubate,1047,56,ฝ่ายแดงสวนหมัดเข้าที่กกหูคู่ต่อสู้,,,,,,,,,,3392
3393,หลักประกัน,làk pràʔ kan,guarantee; pledge,867,63,ประเทศสมาชิกที่มีปัญหาการขาดดุลการชำระเงินระหว่างประเทศจะต้องมีหลักประกันอย่างแจ่มชัด,,,,,,,,,,3393
3394,ราศี,raː sǐː,zodiac sign; splendor,1306,45,ชุดสีกากีที่เขาสวมใส่ บัดนี้มันไม่สง่าและไร้ราศี,,,,,,,,,,3394
3395,คว่ำ,kʰwâm,overturn,641,73,ทหารใช้อำนาจและปืนที่ตนมีอยู่ทำรัฐประหาร คว่ำรัฐบาล ยุบสภา ฉีกรัฐธรรมนูญทิ้งจากนั้นก็…,,,,,,,,,,3395
3396,แตกแยก,tɛ̀ːk jɛ̂ːk,split up; become divided,674,71,เด็กคนนี้อยู่ในครอบครัวที่พ่อแม่รักใคร่กันดี มีศีลธรรม ไม่วิวาท ไม่แตกแยก,,,,,,,,,,3396
3397,ร้องเรียน,rɔ́ːŋ riːan,complain; appeal,1019,57,สำนักพิมพ์ยักษ์ใหญ่ยื่นหนังสือร้องเรียน กล่าวหาเจ้าหน้าที่กรมวิชาการไม่ให้ความเป็นธรรมในการตรวจหนังสือ,,,,,,,,,,3397
3398,เงย,ŋɤːj,look up; lift; raise one's head,1430,39,ผู้ทำงานเกี่ยวกับการป้อนข้อมูลจะต้องก้มเงยและนั่งอยู่ตลอดทำให้มีอาการปวดเมื่อยคอ หลังและแขนได้,,,,,,,,,,3398
3399,กระบวน,kràʔ buːan,procession; affection; line,729,69,พวกสาวๆ มีกระบวนท่ามากจนบางครั้งน่าเบื่อ,,,,,,,,,,3399
3400,ส่งตัว,sòŋ tuːa,deliver,498,79,กรรมการที่เป็นศิลปินซึ่งได้ถูกส่งตัวเข้ามา บางคนไม่เป็นที่ยอมรับของศิลปินผู้ส่งงาน,,,,,,,,,,3400
3401,กลบ,klòp,conceal; cover up,475,80,เสียงเครื่องจักรดังมากจนกลบเสียงโทรศัพท์,,,,,,,,,,3401
3402,เคราะห์,kʰrɔ́ʔ,fortune; fate; luck,514,78,หมอดูทำนายว่าจะมีเคราะห์ ควรจะต้องไปสะเดาะเคราะห์ด้วยการทำบุญ,,,,,,,,,,3402
3403,การบริการ,kaːn bɔː ríʔ kaːn,services,600,74,หลายคนที่เคยขึ้นโรงพักบ่นนักบ่นหนาว่า การบริการอืดอาดล่าช้า ทำให้เสียเวลาเป็นวันๆ,,,,,,,,,,3403
3404,ภาชนะ,pʰâːt náʔ,container,828,65,ถ้าของคาวหวานเต็มบาตร เด็กวัดก็จะถ่ายใส่ภาชนะอื่นแทน,,,,,,,,,,3404
3405,สงฆ์,sǒŋ,monk,621,73,ลูกศิษย์ต้องไหว้กราบครู ไม่ว่าจะเป็นครูที่เป็นสงฆ์หรือเป็นฆราวาสก็ตาม,,,,,,,,,,3405
3406,ผู้ใหญ่บ้าน,pʰûː jàj bâːn,village leader,496,79,ผู้ใหญ่บ้านอ่านแถลงการณ์ของนายอำเภอให้ลูกบ้านฟังอย่างกระจะ,,,,,,,,,,3406
3407,เอาเรื่อง,ʔaw rɯ̂ːaŋ,make problems,657,72,แกงนี้เผ็ดเอาเรื่องทีเดียว,,,,,,,,,,3407
3408,หมายเหตุ,mǎːj hèːt,note; comment,577,75,เราศึกษาชีวิตทางเศรษฐกิจในภูมิภาคเหล่านี้ได้จากบันทึกท้องถิ่นต่างๆ และหมายเหตุของนักเดินทางชาวตะวันตก,,,,,,,,,,3408
3409,คุณปู่,kʰun pùː,grandfather,1442,38,คุณปู่ของนพเคยอยู่เมืองจีนมาก่อน,,,,,,,,,,3409
3410,อักเสบ,ʔàk sèːp,inflame; swell,1536,34,การแพ้วัสดุที่ใช้เย็บแผลอาจทำให้ร่างกายเกิดปฏิกริยา แผลเน่า บวม อักเสบ เป็นเหตุให้แผลมีขนาดใหญ่ขึ้น,,,,,,,,,,3410
3411,เร่งรัด,rêŋ rát,rush; press,808,65,การดำเนินงานพัฒนาชุมชนต้องค่อยเป็นค่อยไป จะเร่งรัดให้เสร็จโดยเร็วมิได้,,,,,,,,,,3411
3412,ลื้อ,lɯ́ː,you; Thai ethnic minority,789,66,กล้องที่ลื้อใช้อยู่นี่ยี่ห้ออะไร ถ่ายดีไหม,,,,,,,,,,3412
3413,บุคลิกภาพ,bùk kʰá lík kà pʰâːp,personality; character,1065,54,ี่เขาถนัดลอกเลียนบุคลิกภาพของดารานักร้องดังๆ หลายคน,,,,,,,,,,3413
3414,ทำเนียบ,tʰam nîːap,directory; residence,1008,57,เมื่อวันอาทิตย์ที่ 29 เดือนนี้ ได้มีการแสดงนาฏศิลป์เขมรที่ทำเนียบเอกอัครราชทูตสหรัฐอเมริกา ในกรุงเทพฯ,,,,,,,,,,3414
3415,ผลเสีย,pʰǒn sǐːa,disadvantage; bad result,702,70,การเป็นเบาหวานแล้วไม่รู้ตัวไม่รักษาทำให้เกิดผลเสียต่อหัวใจหลอดเลือดและไต,,,,,,,,,,3415
3416,กระเทือน,kràʔ tʰɯːan,shake; vibrate,733,68,พอมีรถบรรทุกวิ่งผ่าน บ้านก็กระเทือนทันที,,,,,,,,,,3416
3417,พาย,pʰaːj,row; paddle; scull,894,61,คนพายเรือใช้พายยันเรือออกจากบันไดท่าน้ำ,,,,,,,,,,3417
3418,ขอน,kʰɔ̌ːn,log,687,70,ช่างไม้ดัดแปลงขอนไม้ให้เป็นเก้าอี้ในสวน,,,,,,,,,,3418
3419,ชะงัก,tɕʰáʔ ŋák,stop short; stop,1172,49,ตำรวจยังต้องชะงักเมื่อเกิดอุบัติเหตุรถชนกันต่อหน้าต่อตา,,,,,,,,,,3419
3420,ทาย,tʰaːj,guess,589,74,หนังสือพิมพ์ไทยรัฐให้คนอ่านส่งคำตอบทายผลบอลโลก,,,,,,,,,,3420
3421,เครื่องสำอาง,kʰrɯ̂ːaŋ sǎm ʔaːŋ,cosmetics; make-up,943,59,การแต่งเติมด้วยเครื่องสำอางทำให้เด็กสาวดูสวยสะดุดตา,,,,,,,,,,3421
3422,ของเสีย,kʰɔ̌ːŋ sǐːa,waste,1575,32,คนที่อาศัยอยู่ตามริมฝั่งชอบทิ้งของเสียลงแม่น้ำ,,,,,,,,,,3422
3423,ตื้น,tɯ̂ːn,shallow; superficial,649,72,นกนางนวลแกลบมักวางไข่ตามแอ่งหินตื้นๆ และตามเกาะแก่งกลางทะเล,,,,,,,,,,3423
3424,คู่มือ,kʰûː mɯː,manual,487,79,ปากกาเปรียบเสมือนอาวุธคู่มือของนักหนังสือพิมพ์,,,,,,,,,,3424
3425,วิสัย,wíʔ sǎj,nature; character; limit of one's ability,571,75,ปัญหาเม็ดเงินที่เข้ามาเหล่านี้อยู่นอกเหนือวิสัยที่ทางการจะควบคุม,,,,,,,,,,3425
3426,หด,hòt,shrink; contract,714,69,แมวหดเล็บของมัน,,,,,,,,,,3426
3427,เงินตรา,ŋɤːn traː,currency; money,834,64,ประสบการณ์ในชีวิตไม่สามารถหาซื้อได้ด้วยเงินตรา,,,,,,,,,,3427
3428,โมโห,moː hǒː,angry,1007,56,เขาโมโหกับเรื่องแก่กระผีกริ้น,,,,,,,,,,3428
3429,รับคำ,ráp kʰam,promise; give ones word,868,62,ผมแน่ใจว่าเธอต้องมา เพราะเธอรับคำเป็นมั่นเป็นเหมาะแล้ว,,,,,,,,,,3429
